項次,新聞標題,新聞發布日期,正確原文連結,媒體來源,趨勢標籤,新聞摘要
2106,Ready to play? Experience Google Play’s biggest Gamescom showcase yet.,2026-08-25 14:00,https://blog.google/products-and-platforms/platforms/google-play/google-play-gamescom-takeover-rewards/,Google Blog,Sovereign AI & Policy / 主權 AI 與法規,Google Play transforms digital loyalty into real-world prizes at Gamescom with interactive challenges and exclusive rewards.
2107,"These 2 Artificial Intelligence (AI) Stocks Could Soar by 66% and 46%, According to Wall Street - The Motley Fool",2026-08-25 14:15,https://news.google.com/rss/articles/CBMizgFBVV95cUxPeDRqdXNxbHZqZHJNLUd3dzVXcXZoQldNb1NxTGR3bTVBRkxGY2pGUHZoWHJkZmxnaEVib1JOQzhuaV9XWGlSY2FFRWlhbjFJQktib09yamZSNkJLdV9BVURCbXF1elpGMWFZc0lRamxaaDFrTUJHQzlJUVlLWUtHaW1zMjNiYm9yVm12bkZSMHo0MnR5QUNPaTJBVVRldWpaZjk5LWo2c1JTT2FKNXhzNUxBWThRb1g1NXc4aUNVNnZSQnkzYm4wV2VMWnhWUQ?oc=5,The Motley Fool (via Google News),Chips & Hardware / 晶片與算力,"These 2 Artificial Intelligence (AI) Stocks Could Soar by 66% and 46%, According to Wall Street  The Motley Fool"
2108,"Fall Dialogue Series to offer conversations on artificial intelligence, college athletics and the midterm elections - Elon University",2026-08-25 14:22,https://news.google.com/rss/articles/CBMi6gFBVV95cUxQcGozZEN6cTFxYkVxYldSNy02QzZvZTRZMlIxWEpJQjgxamg0MXoxRGJsRHNuQ2pFMFhHcGtIajdhR2piM0QzSGtMS01VNl9wQmFHOWxxUFN4UGtfUkpoTU1EQmhLbjYzN0hsT1JKWHFudU1tVFdpd3poTkpSMi1mQmdWRVFRcHZmMkZOcVhCVHpnNS1xRm9sWWNreWh6aEs4TTJ6c2w1eE41RE5uUVpxZUI2amVXbVQzN19DcWdzYXd0UGc0ZzFuQUNmVjRVLXR0Uzlyb0I0N2pjQl9RaFhiYnJBNWc2bm92Mmc?oc=5,Elon University (via Google News),Chips & Hardware / 晶片與算力,"Fall Dialogue Series to offer conversations on artificial intelligence, college athletics and the midterm elections  Elon University"
2109,"OpenAI’s Jalapeño chip is built for fast inference at scale, benchmarks show",2026-08-25 14:22,https://techcrunch.com/2026/08/25/openais-jalapeno-chip-is-built-for-fast-inference-at-scale-benchmarks-show/,TechCrunch AI,"智慧製造與工業 AI, Chips & Hardware / 晶片與算力","Tested on SemiAnalysis’ InferenceX benchmark, Jalapeño registered both more tokens per user and more throughput per kilowatt than the currently available state-of-the art."
2110,3 Electronics Stocks Set to Benefit From a Prospering Industry - TradingView,2026-08-25 14:50,https://news.google.com/rss/articles/CBMiugFBVV95cUxQSTVXUGZFeFhMaDQ3YXhRSTBscmVVOEM2eTItaG95cWRMdk1jMEtVaThuZ0YwUmlfWmFCS3NldnVBcGxqdXl4Y0R1ckNGaF9tVzZfUEp5MnU3aTFyZnl6Y0wzaTF0b3Q1NWphTUhCLVg5dEJxLVJoQXZwSVJpMWItMHVCUzBsYW1ZU2hHRjFrNlJTSi1OeHFXOGRCY3dubi1nYWFIYUp2Tm9FMTIxckZRUE9RcWd5dHFuRHc?oc=5,TradingView (via Google News),Enterprise & ROI / 企業應用與效益,3 Electronics Stocks Set to Benefit From a Prospering Industry  TradingView
2111,「湖南日」產業創新對接會亞博舉行張曼莉：湖南製造與香港AI戰略高度契合- 港聞 - 點新聞,2026-08-25 14:55,https://news.google.com/rss/articles/CBMid0FVX3lxTFBBM3VpY25BZjRhNWtCelBKVjl5Y1cxd1ZLRm5DUHFmYThKNGNUOTVRV2t2VU9GSmNjVktpWk9Ockl1Wko2YUx3cVpscExqS09DQ1hFUjRNajhHeGxnMEwxNmtGa29DSWlMMVJOZWN1dC0wUHlnczNr?oc=5,點新聞 (via Google News),"智慧製造與工業 AI, 研發與創新",「湖南日」產業創新對接會亞博舉行張曼莉：湖南製造與香港AI戰略高度契合- 港聞  點新聞
2112,Gamma acquires Accel-backed design startup Lica,2026-08-25 15:00,https://techcrunch.com/2026/08/25/gamma-acquires-accel-backed-design-startup-lica/,TechCrunch AI,"研發與創新, Enterprise & ROI / 企業應用與效益",Lica co-founders are going to work on Gamma's new research team.
2113,NVIDIA Announces Jetson Orin Nano 2 Robotics Computer to Redefine Entry-Level Edge AI,2026-08-25 15:00,https://nvidianews.nvidia.com/news/nvidia-announces-jetson-orin-nano-2-robotics-computer-to-redefine-entry-level-edge-ai,NVIDIA Newsroom,Chips & Hardware / 晶片與算力,"NVIDIA today announced NVIDIA Jetson Orin Nano™ 2, a new robotics computer set to redefine entry-level edge AI — putting frontier-class generative AI performance in the hands of millions of developers."
2114,NSF State and Regional Artificial Intelligence Infrastructure Hubs Webinar | NSF - U.S. National Science Foundation - U.S. National Science Foundation (.gov),2026-08-25 15:02,https://news.google.com/rss/articles/CBMimwFBVV95cUxOU00wSWRUOU9rTG5WRWVLblFsS3gwSFhxZkpDQXo0WWhtODItVzg5RDByN0t1QUVIdUhRMmx4MlNrY2M0Z1dKdDRXZzZtWl9xbVZHd1JIX0NyWkxuVldCTXBzSkZscUNOMjlieWVZLW41Y2NXQkZITXlNSW9aaERqSFpoZlhhTjdXeVAwY2sxWWcyYmN5VUlGRW50aw?oc=5,U.S. National Science Foundation (.gov) (via Google News),"研發與創新, Chips & Hardware / 晶片與算力",NSF State and Regional Artificial Intelligence Infrastructure Hubs Webinar | NSF - U.S. National Science Foundation  U.S. National Science Foundation (.gov)
2115,山姆・奧特曼：經濟適應人工智慧速度比預期慢 - Business Insider Taiwan,2026-08-25 15:09,https://news.google.com/rss/articles/CBMiVkFVX3lxTFBScTd1UU0wOWtseWg2dEt3blVSeVYwSm9VcmtTX21TNzIwX2lhdDV3MkFCYzNvamlyckNPN3kzSmt4UDlOUDhjWG1DTDVDUzQtbzdKOXJn?oc=5,Business Insider Taiwan (via Google News),Enterprise & ROI / 企業應用與效益,山姆・奧特曼：經濟適應人工智慧速度比預期慢  Business Insider Taiwan
2116,"AI won’t replace radiologists, but it will dramatically change their jobs",2026-08-25 15:10,https://arstechnica.com/health/2026/08/ai-wont-replace-radiologists-but-it-will-dramatically-change-their-jobs/,Ars Technica AI,Enterprise & ROI / 企業應用與效益,A pioneering AI scientist once predicted computers would replace human radiologists. They haven't.
2117,Granite 4.2 LLMs: How They're Built,2026-08-25 15:14,https://huggingface.co/blog/ibm-granite/granite-4-2,Hugging Face Blog,LLMs & Reasoning / 大語言模型與推理,
2118,Artificial Intelligence As It Once Was - Hackaday,2026-08-25 15:30,https://news.google.com/rss/articles/CBMie0FVX3lxTE9DcjlRSlNFTlp6VURwWnZ1UzZCd09Mam9PUkdHVjhUUGhyNF9JenI3MzVRaEpyNDVxcnZPV1UzZ0tYSlQ0Y0MzSVBzLWsybXBpOXVtbVJlQ1NHTjR1cldvb3BzU2xVT0pqdWVrUl9wX25qR3BuTGFmS0lNdw?oc=5,Hackaday (via Google News),Chips & Hardware / 晶片與算力,Artificial Intelligence As It Once Was  Hackaday
2119,Leading Publishers Bring Blockbuster PC Games and Technology to NVIDIA RTX Spark,2026-08-25 15:30,https://blogs.nvidia.com/blog/gamescom-rtx-spark-pc-games-technology/,NVIDIA Newsroom,Chips & Hardware / 晶片與算力,"NVIDIA is bringing the next wave of RTX gaming to the Gamescom conference running this week in Cologne, Germany, with support for new games, anti-cheat technologies and increased visual quality.  Electronic Arts, Embark and Ubisoft are among the late..."
2120,日電商巨頭 Mercari 公開 AI 原生的開發 PoC，判斷標準與驗證迴圈全都露,2026-08-25 15:32,https://www.inside.com.tw/article/42166-mercari-ai-native-development-poc,Inside 硬塞網路趨勢,研發與創新,日本二手交易平台 Mercari 在技術部落格公開一項為期 4 個月的 AI-Native 開發 PoC，詳述如何用 4 名團隊成員驗證 AI 自走開發的可行性，包括判斷標準的建立方式與決定論式的驗證迴圈設計。
2121,大型語言模型現「視覺幻覺」 學者憂 AI 可靠性挑戰應用 - Yahoo股市,2026-08-25 15:36,https://news.google.com/rss/articles/CBMi3wJBVV95cUxQaU9CdHlnNWJmMWRwTGpnTXVUWWdGak9yR2pvblR6bGt3cnROaUVuM2xqbFY5SXdWU1V5UjNtdV9KWFJuaGJIbHhWbkt1QjR1dlBRWDJiVVI4MlotbElxQndXQnNFMW56S2RlNEdLQWtHS1VSdEZaT0M5eTJXNndUSl9FeVQ3YkxkZW4zbW5YQnlVT3hybFp4a0hldFJQbW9QaEZrRkVUVGh4YU1EWHFZcEFtZVNpN3FhdWRVN0JoTjRuVXh2VjlreUlHV2ctUExZSnNCLXd6ODlMdENsYTdFQVV2bWg5eHZfUnNuRDN0UFhIYjVqNmN1dWRlTUsycFdoZDN1MHJFOTliamhSeVh5eENyRU5TN2R4N3JvOFF6cnVrZG5NT0puZ24tSmxuREFwQXlheWtocWxyTG5xVmJBTFNJTEJWb2dnaEZVbkZ6VDZIXy1KSTR4UWMzRTd6dzA?oc=5,Yahoo股市 (via Google News),"研發與創新, LLMs & Reasoning / 大語言模型與推理, Enterprise & ROI / 企業應用與效益",大型語言模型現「視覺幻覺」 學者憂 AI 可靠性挑戰應用  Yahoo股市
2122,大型語言模型現「視覺幻覺」 學者憂 AI 可靠性挑戰應用 - 蕃新聞,2026-08-25 15:36,https://news.google.com/rss/articles/CBMiUkFVX3lxTE5peEZGbzVpNk5LTjc2bC0xZ2VFaGVoS01XeWUzRjFhR3dWUXIzOGx3NzloRGdlQWZjd3pkRGtUZXNwZllYT0dMdHlnX2N1RGF1bGc?oc=5,蕃新聞 (via Google News),"研發與創新, LLMs & Reasoning / 大語言模型與推理, Enterprise & ROI / 企業應用與效益",大型語言模型現「視覺幻覺」 學者憂 AI 可靠性挑戰應用  蕃新聞
2123,玄戒 O3 是什麼？小米一口氣發表三顆自研晶片，傳台積電 3 奈米代工,2026-08-25 15:47,https://www.inside.com.tw/article/42189-xiaomi-xring-o3-3nm-tsmc-challenge-qualcomm-mediatek,Inside 硬塞網路趨勢,"智慧製造與工業 AI, LLMs & Reasoning / 大語言模型與推理, Chips & Hardware / 晶片與算力",小米發表 3 奈米自研 SoC「玄戒 O3」，其採十核全大核架構，支援 LPDDR6，將由摺疊手機首度搭載，初期量產規模有限，短期市場影響不大。
2124,Student guide explores human skills in AI age - Elon News Network,2026-08-25 15:54,https://news.google.com/rss/articles/CBMimAFBVV95cUxOcFZVUWpDN1V4QTlVVF91WWZ0ZFkxSjRkdXNtTzROWFUwX0hub0FTX2N0Ry1WS0dSVE5pRDVaR19XN0dycl9GWmQtMjZTdDU1RE4zekdXclF0S3hXeHVsZFFLMkkwUl9GS1dWTE9pNmRXZlJqTjZvczFZZFU1MlNjZlhuNE1QUzBlMU1IazVRWTJlWjUwNEhWTA?oc=5,Elon News Network (via Google News),Enterprise & ROI / 企業應用與效益,Student guide explores human skills in AI age  Elon News Network
2125,Try to beat this AI writing detector - The Washington Post,2026-08-25 16:00,https://news.google.com/rss/articles/CBMixwFBVV95cUxQdWVWRUNIc0FKaXpGVkFYSzY2UThVSkdFMG1PRWxBODc4V3BOWE40aFhzWWJsTTZnUjA0TTh1blhwVEhGdWVQczM5Q0RBUDJkM0VJUk50N0t4eEtPQ1V5LVI2TWJWdXQwTTduX2V4bVFuTDU2SGxtQm5UWHBJSXdUY2lrajYxTFcxcEZuQThuVy14VTEyV0ZfZzdOd0FBa19ORXg0QnY5Z0U4WGdOczZpRXdKOFh4MmtYeEhPWml0MVZuLW9ac2Iw?oc=5,The Washington Post (via Google News),Enterprise & ROI / 企業應用與效益,Try to beat this AI writing detector  The Washington Post
2126,5 ways to upgrade your home decor with Google Search,2026-08-25 16:00,https://blog.google/products-and-platforms/products/search/home-decor-tips/,Google Blog,Enterprise & ROI / 企業應用與效益,"Learn how to use Google Search tools to find home decor inspiration, shop for furniture, and tackle DIY projects."
2127,Here’s how to use intelligent dictation in Gemini for macOS.,2026-08-25 16:00,https://blog.google/innovation-and-ai/products/gemini-app/enable-intelligent-dictation-macos/,Google Blog,"LLMs & Reasoning / 大語言模型與推理, Chips & Hardware / 晶片與算力",Enable Google’s new intelligent dictation feature in the Gemini app for macOS and speak naturally into any window on your desktop.
2128,"New bootloader lets you take the ""Meta"" out of the original Meta Quest",2026-08-25 16:04,https://arstechnica.com/gaming/2026/08/new-bootloader-lets-you-take-the-meta-out-of-the-original-meta-quest/,Ars Technica AI,Enterprise & ROI / 企業應用與效益,"Privilege escalation attack grants ""full control"" and freedom from Meta's servers/apps."
2129,Transit Searches for Habitable-Zone Exoplanets with Artificial Intelligence - Astrobiology Web,2026-08-25 16:05,https://news.google.com/rss/articles/CBMisgFBVV95cUxPRU1NM2U2R0ZnMTIyZTkzaFRmNEg5ZmJVdDVQTDlGSVJGeTFoelZ1SUdXWGVrTzhzMFR6SEV5M0xGOXc2Z0JGWHNtUVllSnpVelppWUx5Y3VXQVJhZERXeHdIU3I2aktGRWpaVDN4NHM1clB6d0wzUzJrSU5BSjdZYW1ISm4wOS1iSDFzSDdHbEJpVkllcDd5RTlKaXQyZ3hscVVrTkNDdFh5WkM5cTcyZVdB?oc=5,Astrobiology Web (via Google News),Chips & Hardware / 晶片與算力,Transit Searches for Habitable-Zone Exoplanets with Artificial Intelligence  Astrobiology Web
2130,臺南沙崙科學營培育科技新秀 從AI圖像辨識到機器人挑戰 - 生活新聞 - PChome Online 新聞 - PChome Online 新聞,2026-08-25 16:12,https://news.google.com/rss/articles/CBMijwFBVV95cUxPa3NMSV9fWEVhNXBUVV85bFF3dkxheVplQzNVYXE2VnB5WnVGM2luVVA0Y28xRFBrOElBbnllMWxnc21aNlZuVUphVUlQTWZXZGE0eURKTjJ6Rkp5WmtsbVNPcmc1NTJ0aDJiZGUwQ3d4QlB1UklYTzBxTFQ4Ml9HN0EybzlfRXhVTmFrcFFRQQ?oc=5,PChome Online 新聞 (via Google News),研發與創新,臺南沙崙科學營培育科技新秀 從AI圖像辨識到機器人挑戰 - 生活新聞 - PChome Online 新聞  PChome Online 新聞
2131,"UNC Artificial Intelligence: Innovate Carolina hosts AI workshop series to help students, professionals build workplace skills - ABC11 News",2026-08-25 16:14,https://news.google.com/rss/articles/CBMi6gFBVV95cUxPUGFmbWJzNFdmWVlhYzVyX1M3T1NUbzd0bTBPN3Y2akEydk9hQWhONFEwaG9pQzJSZEE4VWJnMldYcmUzSTh3QTFnS092QVhhdHp0T25peGdQN3cxN2hMNjV3Z2QyVGZZcVpubmlvWXFMeTJZZzNhSEJyZ1d0WG44VWQ3TENqeWVBQXotUXpGb01QQlNRTXRvRHI3cHNrOU1KVklPYVROZ3I5VUFaaHh5Y1VPS0RHaUdlcUV5ZGVZVDI0MG5RNWdSNTByT3YxVDNsNXNncUVCdmRyMmFMSGRoSll0dWlLYzY3MnfSAe8BQVVfeXFMUEI5anVsdkk1WHpiS3RvaFRmd0xzWnJpUjFYTUsxSFFSb1ZWVGVyMG40M05ZVjVTNnQzNks0SVh2RGl0NDlReDZnSnoxTlRYcUd2YlpTeF9CWER0dV9MTmFUUVRNVE1VejZnOUo2TTNhMTJUUU9TQjNvMVNOUVVZSXBFdF9ENmhKMExhZVppNXVXVnNOWl9UY1hUcU5VUndDdkpibmhTaXRYX1lsYUJ4NXhmc2xLa2o4OTVMN0hIalFGUlBTZkZOTGRKSlJyUzNXYUQtUTRrVnR1ZG9fWXc4VnJUUG5zcFdoSXRBc0JNLVk?oc=5,ABC11 News (via Google News),Chips & Hardware / 晶片與算力,"UNC Artificial Intelligence: Innovate Carolina hosts AI workshop series to help students, professionals build workplace skills  ABC11 News"
2132,Lab supply companies have been selling antibodies using manipulated images,2026-08-25 16:16,https://arstechnica.com/science/2026/08/lab-supply-companies-have-been-selling-antibodies-using-manipulated-images/,Ars Technica AI,Sovereign AI & Policy / 主權 AI 與法規,Image changes that would get a paper retracted are widespread among suppliers.
2133,Carl Sagan estate sues AI company over audio clip in ad - Reuters,2026-08-25 16:27,https://news.google.com/rss/articles/CBMirAFBVV95cUxPYWNGM0xSREM1MEtRWmZraXZxVDhWQ2RLZk9XTHVDYWxjYWVwanZ2M3Q1ZTd2YVNodWs5MjZmNkZEaDlpTVVibmNSRzdmMWFuWDNUcS1neXoza1BzTk1nT1p5SkVJWmxWLXdTN0FxY2M2OTlaX2toX0V5YjY3eERrR2pnY3c2OXlQZ0FEOExlSXFUcF9fWXl4ajJ6ZHkwYzg5cWNMODZaelNTNWxm?oc=5,Reuters (via Google News),Enterprise & ROI / 企業應用與效益,Carl Sagan estate sues AI company over audio clip in ad  Reuters
2134,PM Modi inaugurates Micron Technology’s Semiconductor plant at Sanand in Gujarat - News On AIR,2026-08-25 16:28,https://news.google.com/rss/articles/CBMivwFBVV95cUxPUWVjSlFkVko4c2Ytd0V1cXZtN0kzbWxXNktTYTZEV2RTTUpNWmtiMXVNT3lwUVcyWGZaaUk5M001SjdMOU1aV185VWl6TVQtOWdsaWdXNngxcmg1TkppV2JIQ3lDOHJBWHJYZ3J4MWZWTTR2OWo1aHZ3ZEd2dVR4c2pYSkgwbVZJNUd3ejB4bkpHYzktYVNBT0Z0NldfZmxFUkQ1dmpUOTBUb083V2h3Q0NKeFhnT2RlZUpLREdzQQ?oc=5,News On AIR (via Google News),"智慧製造與工業 AI, Chips & Hardware / 晶片與算力",PM Modi inaugurates Micron Technology’s Semiconductor plant at Sanand in Gujarat  News On AIR
2135,Governed reports with Amazon Quick Desktop and Amazon FSx for NetApp ONTAP,2026-08-25 16:35,https://aws.amazon.com/blogs/machine-learning/governed-reports-with-amazon-quick-desktop-and-amazon-fsx-for-netapp-ontap/,AWS Machine Learning Blog,Enterprise & ROI / 企業應用與效益,"Build a governed weekly reporting workflow with Amazon Quick Desktop and Amazon FSx for NetApp ONTAP. An Amazon S3 access point exposes an approved folder to a Quick knowledge base, and a custom skill drafts cited weekly reports and Slack summaries w..."
2136,"Stowers Institute expands Artificial Intelligence Initiative, appoints second AI Fellow - PR Newswire",2026-08-25 16:38,https://news.google.com/rss/articles/CBMi2gFBVV95cUxOX3gxNnExUmF0LUhpaG9WMnE4M3cydDFSWHV6T1JnNkgwS3Yxbk5Jck4ySHl0U1pnMlVaVTVzQjhnakFHSFdCSndvMHZad3cyVGY4RV9jSG9RdkVuRW9lMkdRMjFpM1lXMEU0U3BSZEthSGE5T2d2dHE3dlU1dEpEcHItZWxpVWJHMWl1a2lkN1lvbzVKbjBoOHpNeGJ6NHdtakliSmZGSVRaaXQwbEQ4M1J1bzFoMElQM083U1dEWC02ekpnS21oNm9tSENwUGFiS2hDejFnSkJ6Zw?oc=5,PR Newswire (via Google News),Chips & Hardware / 晶片與算力,"Stowers Institute expands Artificial Intelligence Initiative, appoints second AI Fellow  PR Newswire"
2137,"90 Percent of Execs Say Oops, AI Didn’t Help Productivity, So Layoffs Will Continue - Futurism",2026-08-25 16:54,https://news.google.com/rss/articles/CBMinAFBVV95cUxPcWFiV2U3cXZkVS0zbmgzWDNUX0hXclBjZUprQXhNclNpblpTeGlDV3NEVHNvRlRKSlVnYUdtMHZTSEo3S2ZOSURGREhBeFFLTzNPRWhUS2ZENlptd1k5dFMzT09KbzFfamRHVjBHWTN5YlJJZUlSRjlsZWVqMDFBRFNESW4zb2hwZlVtSTkxNE5tNWpSdEdua1FIZlo?oc=5,Futurism (via Google News),Enterprise & ROI / 企業應用與效益,"90 Percent of Execs Say Oops, AI Didn’t Help Productivity, So Layoffs Will Continue  Futurism"
2138,Why the threat from the rampaging AI machine went ignored | Letters - The Guardian,2026-08-25 16:55,https://news.google.com/rss/articles/CBMirAFBVV95cUxPb3gydlVRbUt4UjhSX3JKc25hSzdBY3JSd0pTeGdxak81cjZGci1lMk5uekNGLVJNZmNyMURWMEt4S20wMWhlQ00yQ2JBSlZDOUNqQ2RDaE9JTFdHQVdUWWdMVko5SDJLRXN5amFTYkRvYUlUSEJnRlpVYXJYQ3dJZ3dHc2MtYk9mbnlBX1FFSXN5cVNRaExYQzBVeW1kakNJeFFod3FYbWVTQWU2?oc=5,The Guardian (via Google News),Enterprise & ROI / 企業應用與效益,Why the threat from the rampaging AI machine went ignored | Letters  The Guardian
2139,Mend.io 助企業強化 AI 應用安全能力 叡揚資訊深化在地導入服務,2026-08-25 17:10,https://techorange.com/2026/08/25/gss-mend-io-ai/?utm_source=rss&utm_medium=feed&utm_campaign=techorange_rss,TechOrange 科技報橘,"供應鏈韌性與物流自動化, 研發與創新, Agentic AI / 代理式 AI, LLMs & Reasoning / 大語言模型與推理, Sovereign AI & Policy / 主權 AI 與法規, Enterprise & ROI / 企業應用與效益",隨著生成式 AI 快速導入企業應用與軟體開發流程，資安風險也逐漸從傳統的程式碼與開源元件，延伸至 AI 模型、系統提示詞（System Prompt）與 AI Agent 等新興應用層。長期專注於應用程式安全（AppSec）的 Mend.io，持續強化 AI 應用安全能力，將既有防護範圍從程式碼與軟體供應鏈，進一步延伸至 AI 應用所面臨的新型態風險。Mend.io 近期推出的 System Prompt Hardening（系統提示詞強化）即為其中一項重要能力，系統提示詞是控制 AI 應用行為...
2140,SpaceX intends to invest up to $100 billion in massive Louisiana spaceport,2026-08-25 17:26,https://arstechnica.com/space/2026/08/spacex-intends-to-invest-up-to-100-billion-in-massive-louisiana-spaceport/,Ars Technica AI,Enterprise & ROI / 企業應用與效益,"""This will be a project like no other."""
2141,3 Top Artificial Intelligence (AI) Stocks to Buy Before 2027 Arrives - Currently.com,2026-08-25 17:37,https://news.google.com/rss/articles/CBMiiwFBVV95cUxPamIxcDg5NEdqVVdQbUJhc0lnX2txalBqZUl0NFRIU3BxcnNQdkx6SmNwdUdTd3lKaWlaXzBwRGxKZTljQWV5LTFmSkVCbnlGenRnVXllSFB6SDF6Vk1qMHFSOXhsYjI1X0VULVFHeEdwb0xlN3BaMXQ3X2ZmckUwaHJGMHIzQWhxYnVv?oc=5,Currently.com (via Google News),Chips & Hardware / 晶片與算力,3 Top Artificial Intelligence (AI) Stocks to Buy Before 2027 Arrives  Currently.com
2142,Analyzing Adobe’s (ADBE) Path Forward in the AI Era - Yahoo Finance,2026-08-25 17:39,https://news.google.com/rss/articles/CBMingFBVV95cUxOUncxTm1Vb2JMU1dWdS01eGNCaG9BcFVkbEppQUw1VE42Z0FaYnpueEhXdkg0SGs3UnozeTIxTEhiaTdVdzRyTnpGS1BpbXJwZTVia3J5T2NvWE4yd2VCY291NWxHME9RaVR1al85QmlNeW9YY2tERzNmTjlwbXllNVlDd0lvclFWdUl0eWpZVDhvQ3J4OWVVcVNzbjlDUQ?oc=5,Yahoo Finance (via Google News),Enterprise & ROI / 企業應用與效益,Analyzing Adobe’s (ADBE) Path Forward in the AI Era  Yahoo Finance
2143,"Two unvaccinated people die from measles in Pennsylvania, officials confirm",2026-08-25 17:39,https://arstechnica.com/health/2026/08/two-unvaccinated-people-die-from-measles-in-pennsylvania-officials-confirm/,Ars Technica AI,Enterprise & ROI / 企業應用與效益,"""[P]eople are not familiar with this disease and don’t fully understand the potential severity."""
2144,員工表現只有 50 分，卻給自己打 90 分——這時候，主管的溫柔不是解藥,2026-08-25 17:47,https://www.managertoday.com.tw/columns/view/72796,經理人月刊,Enterprise & ROI / 企業應用與效益,有些員工明明工作能力很一般，卻總覺得自己非凡過人，即使旁人再怎麼旁敲側擊地提點，也都聽不進去。該怎麼辦？
2145,Claude Cowork finally remembers what you told the app in chat,2026-08-25 17:50,https://techcrunch.com/2026/08/25/claude-cowork-finally-remembers-what-you-told-the-app-in-chat/,TechCrunch AI,LLMs & Reasoning / 大語言模型與推理,"Anthropic is giving Claude a shared memory across chat and Cowork, so users no longer have to repeatedly brief the AI on projects, preferences, and other context."
2146,英國首獲烏克蘭戰場 AI 數據：4 年無人機與軍事影像如何用於國防系統？,2026-08-25 17:58,https://techorange.com/2026/08/25/uk-use-ukraine-battlefield-data-train-ai-protect/?utm_source=rss&utm_medium=feed&utm_campaign=techorange_rss,TechOrange 科技報橘,"研發與創新, Sovereign AI & Policy / 主權 AI 與法規, Chips & Hardware / 晶片與算力, Enterprise & ROI / 企業應用與效益",英國與烏克蘭近日簽署具里程碑意義的 AI 合作協議，雙方將攜手開發新型軍事能力與未來科技。這項由烏克蘭總統 Volodymyr Zelenskyy 與英國首相 Andy Burnham 簽署的協議，將結合英國世界領先的 AI 生態系，以及烏克蘭在戰場累積的實戰經驗、工程人才與科技創新能力，讓英方得以使用烏克蘭備受重視的 Avengers AI Labs 資料庫。這是英國首度與其他國家合作，開放私人企業運用這類戰場數據開發安全技術。 英國將以自身的頂尖大學、研究人才、科技企業及全球第三大的 AI ...
2147,What Makes Artificial Intelligence Stocks A Great Investment - timesdaily.com,2026-08-25 18:00,https://news.google.com/rss/articles/CBMi4AFBVV95cUxOdFdXMVpWWTJ4bE90dTg1VUktTmN5TFhIaUZkSzdzZ0xsRlJ0RFFic3pSVmFzZDVHeGRSRC03ZklJZFE3ODNkMHRMU3M4Zm1tZDdIT0NjVHRSamdiaXhIYmJqaXpXdzJDZDRqZGpEVDJCd3FXT1ExNmZ2NnRhT0lJRWJNVGRJUWYtczFqR1VQX01RaFhmbnhGTVcyT0tFaGp2aEREU0gydnFHc3ZKZWZjUldsVXBZVmxkd3ZJaDZ2SUlvS1RsUzlPZXhNTndmcXpzOU1oM1JYNmgxTWZnUEMyaA?oc=5,timesdaily.com (via Google News),Chips & Hardware / 晶片與算力,What Makes Artificial Intelligence Stocks A Great Investment  timesdaily.com
2148,Dartmouth to Host AI at 70 Conference in October - Dartmouth,2026-08-25 18:05,https://news.google.com/rss/articles/CBMihgFBVV95cUxQVXEwSFhEMEZUZkZkNk5ZV2dfT1hydmhESzYwVDhtSXBMRW5GbFlabU90VUlNY2JiczdXSDZpMWZTc0ZnYjA1RFU3M1ZRejZqckNWb2k0b0hTZ2VoT0otS3BoTDkxakRDMDVvX2w1YnlMV091b3ZPWWlIQUtEVk13NFdYSkNFZw?oc=5,Dartmouth (via Google News),Enterprise & ROI / 企業應用與效益,Dartmouth to Host AI at 70 Conference in October  Dartmouth
2149,3 Top Artificial Intelligence (AI) Stocks to Buy Before 2027 Arrives - The Motley Fool,2026-08-25 18:17,https://news.google.com/rss/articles/CBMigwFBVV95cUxQWFRnMkpDSERzd0pXTWFYRTRtNlZkc0hDZXpLX2J6Ul91eEktcFpwQ2xBaG1kQ2l0ZGgxdlpYZkR5N25oOGVHanZvTjVyeGh5YnhVbVFZSFh4Sl9wVGRRcFJlZUtPb1pzZktYSzJ4bVpsN0VmSXhmbVZMVldCSDV6eUQyaw?oc=5,The Motley Fool (via Google News),Chips & Hardware / 晶片與算力,3 Top Artificial Intelligence (AI) Stocks to Buy Before 2027 Arrives  The Motley Fool
2150,Amazon 想讓配送站更自動化：物流機器人下一個難題是什麼？,2026-08-25 18:21,https://techorange.com/2026/08/25/amazon-project-tetromino/?utm_source=rss&utm_medium=feed&utm_campaign=techorange_rss,TechOrange 科技報橘,"智慧製造與工業 AI, 供應鏈韌性與物流自動化, Enterprise & ROI / 企業應用與效益",Amazon 已在物流中心大量使用機器人，現在又把自動化往包裹送到消費者前的最後一座設施推進。《Business Insider》取得 Amazon 內部文件指出，該公司正在研究代號「Project Tetromino」的新一代配送站，希望進一步自動化包裹整理、暫放與裝車。文件曾規畫 2028 年投入 1.03 億美元測試，2029 年部署 5 座設施，當年總投資可能超過 5.3 億美元，處理速度目標約為現行配送站的 2.5 倍。 不過，這些數字不能視為 Amazon 已定案的投資計畫。Amaz...
2151,Google's anti-nausea Motion Assist dots finally rolling out on Android,2026-08-25 18:32,https://arstechnica.com/gadgets/2026/08/google-begins-rolling-out-anti-motion-sickness-feature-on-android-17/,Ars Technica AI,Enterprise & ROI / 企業應用與效益,It's currently only appearing on Pixels running Android 17.
